job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,job_title_grouped,location_grouped,residence_grouped,skills_grouped,industry_grouped
Principal Data Scientist,46874,2,0,China,1,China,50,"PyTorch, GCP, Computer Vision, NLP, AWS",-1,2,Education,9.2,-1,-1,3,-1,-1
Machine Learning Researcher,264204,1,3,United States,1,United States,100,"Kubernetes, Hadoop, NLP",-1,12,Education,5.7,-1,-1,19,-1,-1
Autonomous Systems Engineer,92702,2,0,Denmark,2,Denmark,100,"Linux, MLOps, Deep Learning, Hadoop",-1,4,Energy,6.0,-1,-1,4,-1,-1
Machine Learning Engineer,127152,3,2,Ireland,1,Ireland,100,"Kubernetes, PyTorch, Git, Hadoop",-1,9,Media,8.2,-1,-1,9,-1,-1
AI Product Manager,97952,1,1,India,0,India,0,"Linux, Data Visualization, Git, Deep Learning",-1,15,Finance,5.7,-1,-1,8,-1,-1
Deep Learning Engineer,119734,3,0,Austria,0,Australia,100,"Scala, Python, NLP, Azure",-1,6,Gaming,5.1,-1,-1,0,-1,-1
Head of AI,52313,3,1,India,0,India,100,"GCP, NLP, Git, Azure, MLOps",-1,8,Education,6.0,-1,-1,8,-1,-1
Principal Data Scientist,150527,3,3,Norway,2,Norway,100,"Tableau, Python, TensorFlow, Spark, Scala",-1,6,Energy,6.3,-1,-1,13,-1,-1
Research Scientist,102071,3,0,Austria,1,Austria,100,"Data Visualization, PyTorch, Tableau, Spark",-1,8,Transportation,6.4,-1,-1,1,-1,-1
AI Specialist,120049,3,1,Japan,1,Australia,100,"Python, GCP, TensorFlow, Docker, Mathematics",-1,8,Healthcare,6.7,-1,-1,0,-1,-1
Data Scientist,57666,0,2,United States,2,Germany,0,"Python, TensorFlow, MLOps",-1,1,Telecommunications,6.4,-1,-1,7,-1,-1
Research Scientist,48186,0,2,South Korea,1,Egypt,0,"Data Visualization, Tableau, Linux, MLOps",-1,1,Technology,7.3,-1,-1,-1,-1,-1
Research Scientist,105485,3,3,Germany,2,Germany,0,"Statistics, Azure, Python",-1,7,Manufacturing,8.1,-1,-1,7,-1,-1
NLP Engineer,131219,3,3,Singapore,2,Singapore,50,"Azure, NLP, Scala",-1,7,Media,9.4,-1,-1,14,-1,-1
Robotics Engineer,51061,0,0,Australia,1,Switzerland,50,"Java, Linux, PyTorch, Azure, Spark",-1,1,Retail,8.2,-1,-1,17,-1,-1
AI Research Scientist,118577,2,3,Israel,0,Singapore,0,"Hadoop, Spark, TensorFlow, Mathematics, NLP",-1,3,Telecommunications,9.3,-1,-1,14,-1,-1
Robotics Engineer,123562,2,3,Japan,0,Canada,0,"NLP, Computer Vision, Linux",-1,4,Healthcare,8.1,-1,-1,2,-1,-1
AI Research Scientist,51487,0,2,United Kingdom,2,United Kingdom,50,"Tableau, Docker, MLOps, R, Kubernetes",-1,0,Education,6.3,-1,-1,18,-1,-1
AI Research Scientist,48045,0,0,Austria,1,South Africa,0,"NLP, Git, PyTorch",-1,1,Healthcare,6.2,-1,-1,-1,-1,-1
Principal Data Scientist,107844,3,2,Sweden,1,India,0,"Hadoop, Linux, Data Visualization",-1,5,Telecommunications,6.6,-1,-1,8,-1,-1
Machine Learning Engineer,39178,0,2,South Korea,2,India,50,"R, SQL, MLOps, Statistics, GCP",-1,1,Consulting,8.4,-1,-1,8,-1,-1
AI Architect,222589,1,1,Singapore,2,Singapore,100,"Scala, R, MLOps, AWS, Tableau",-1,19,Technology,7.8,-1,-1,14,-1,-1
AI Software Engineer,103634,2,0,Netherlands,0,Netherlands,100,"PyTorch, Data Visualization, Tableau, TensorFlow, Docker",-1,2,Education,6.2,-1,-1,12,-1,-1
AI Consultant,144301,3,2,Singapore,1,Singapore,0,"Spark, R, TensorFlow, Computer Vision",-1,6,Healthcare,8.9,-1,-1,14,-1,-1
AI Specialist,99374,3,3,Austria,1,Austria,0,"Git, Scala, Java",-1,7,Transportation,6.5,-1,-1,1,-1,-1
AI Software Engineer,182255,1,1,Sweden,1,Sweden,0,"Data Visualization, Spark, Python, TensorFlow",-1,18,Manufacturing,8.0,-1,-1,16,-1,-1
Data Engineer,64006,2,0,Finland,2,Finland,100,"Java, Kubernetes, Data Visualization, Scala, AWS",-1,2,Retail,6.9,-1,-1,5,-1,-1
Autonomous Systems Engineer,240322,3,1,Switzerland,0,Switzerland,100,"Docker, Mathematics, PyTorch",-1,7,Government,7.5,-1,-1,17,-1,-1
Computer Vision Engineer,90893,2,3,Ireland,1,Ireland,50,"MLOps, Python, Azure, Statistics",-1,4,Automotive,5.3,-1,-1,9,-1,-1
AI Research Scientist,126730,3,3,United Kingdom,1,United Kingdom,50,"Java, Python, R, TensorFlow, Kubernetes",-1,6,Automotive,8.2,-1,-1,18,-1,-1
Deep Learning Engineer,90617,2,2,Ireland,2,Ireland,50,"Deep Learning, Git, Java",-1,4,Media,8.8,-1,-1,9,-1,-1
Head of AI,67532,0,2,Canada,1,Luxembourg,100,"Computer Vision, Git, R, Kubernetes",-1,0,Education,5.8,-1,-1,-1,-1,-1
AI Product Manager,81482,0,0,United States,1,United States,50,"AWS, Scala, Kubernetes, NLP",-1,0,Finance,7.6,-1,-1,19,-1,-1
Data Engineer,100637,2,0,Japan,1,Japan,0,"Java, Scala, Tableau",-1,2,Manufacturing,8.2,-1,-1,11,-1,-1
Autonomous Systems Engineer,182186,3,0,United States,0,United States,50,"Linux, AWS, NLP, TensorFlow",-1,7,Media,6.9,-1,-1,19,-1,-1
Research Scientist,124119,2,0,Denmark,2,Belgium,0,"Java, Data Visualization, Scala, TensorFlow",-1,2,Government,9.6,-1,-1,-1,-1,-1
Robotics Engineer,75711,0,1,France,1,South Korea,0,"R, Scala, GCP",-1,0,Government,7.8,-1,-1,15,-1,-1
AI Specialist,105178,1,0,China,0,Indonesia,50,"AWS, Azure, Tableau, SQL",-1,17,Consulting,8.1,-1,-1,-1,-1,-1
Data Engineer,245876,1,1,United States,1,United States,0,"Hadoop, Data Visualization, SQL, AWS",-1,13,Government,5.7,-1,-1,19,-1,-1
Principal Data Scientist,60817,3,3,China,1,New Zealand,0,"Kubernetes, PyTorch, Java, Spark, Computer Vision",-1,6,Energy,5.3,-1,-1,-1,-1,-1
Autonomous Systems Engineer,159519,1,0,Australia,2,Australia,100,"Linux, Java, Spark",-1,13,Finance,8.6,-1,-1,0,-1,-1
AI Software Engineer,62606,0,1,Norway,2,Norway,100,"Tableau, TensorFlow, Git, Python",-1,1,Real Estate,7.1,-1,-1,13,-1,-1
ML Ops Engineer,87179,2,1,Sweden,2,Denmark,50,"Python, GCP, PyTorch, MLOps, AWS",-1,4,Education,5.6,-1,-1,4,-1,-1
Autonomous Systems Engineer,248988,1,3,United Kingdom,0,United Kingdom,0,"Kubernetes, Python, AWS, SQL",-1,18,Healthcare,8.5,-1,-1,18,-1,-1
Research Scientist,85390,0,0,Austria,0,Austria,50,"Linux, Hadoop, Docker, Python, Kubernetes",-1,0,Manufacturing,7.1,-1,-1,1,-1,-1
Machine Learning Researcher,85050,0,2,Norway,0,Ukraine,0,"TensorFlow, Java, AWS",-1,0,Healthcare,5.7,-1,-1,-1,-1,-1
Machine Learning Researcher,162248,3,1,Denmark,1,China,50,"Python, NLP, TensorFlow",-1,7,Media,5.6,-1,-1,3,-1,-1
Machine Learning Engineer,89020,2,2,Ireland,1,Ireland,50,"Kubernetes, Data Visualization, Computer Vision, MLOps, NLP",-1,3,Energy,7.9,-1,-1,9,-1,-1
Head of AI,197899,1,1,Netherlands,0,Netherlands,0,"MLOps, Hadoop, AWS, Scala, TensorFlow",-1,17,Consulting,7.4,-1,-1,12,-1,-1
AI Software Engineer,300946,1,0,Denmark,0,Denmark,50,"MLOps, Azure, SQL, Kubernetes",-1,11,Gaming,6.2,-1,-1,4,-1,-1
ML Ops Engineer,128716,3,2,Australia,0,Chile,100,"Azure, Scala, SQL, Spark",-1,6,Technology,7.8,-1,-1,-1,-1,-1
Machine Learning Researcher,69635,2,1,Ireland,2,Austria,50,"Mathematics, TensorFlow, Hadoop",-1,4,Energy,10.0,-1,-1,1,-1,-1
Robotics Engineer,75013,0,1,Sweden,1,Latvia,0,"Kubernetes, Docker, Hadoop, MLOps",-1,1,Government,6.2,-1,-1,-1,-1,-1
Head of AI,55579,1,0,India,0,India,100,"Spark, Git, R, Computer Vision",-1,15,Finance,8.1,-1,-1,8,-1,-1
Data Engineer,296991,1,3,Netherlands,0,Netherlands,0,"Computer Vision, Python, TensorFlow, Mathematics, GCP",-1,14,Retail,8.6,-1,-1,12,-1,-1
Autonomous Systems Engineer,112545,2,3,Japan,1,Japan,0,"Python, NLP, SQL",-1,3,Retail,7.6,-1,-1,11,-1,-1
Computer Vision Engineer,69324,1,3,China,1,Colombia,0,"NLP, SQL, Java, R, Tableau",-1,14,Education,7.5,-1,-1,-1,-1,-1
AI Research Scientist,98287,3,2,South Korea,2,South Korea,100,"R, Hadoop, Java, GCP, NLP",-1,8,Retail,7.2,-1,-1,15,-1,-1
AI Research Scientist,115628,2,0,Singapore,0,Singapore,100,"Computer Vision, Python, GCP",-1,2,Energy,6.6,-1,-1,14,-1,-1
AI Research Scientist,61446,0,3,Finland,0,Finland,50,"Docker, Linux, Tableau",-1,0,Education,8.6,-1,-1,5,-1,-1
AI Consultant,120919,2,2,Denmark,2,Denmark,50,"Kubernetes, Docker, AWS",-1,3,Healthcare,8.8,-1,-1,4,-1,-1
Research Scientist,145685,3,1,Singapore,0,Chile,50,"AWS, Hadoop, NLP",-1,5,Education,7.2,-1,-1,-1,-1,-1
Autonomous Systems Engineer,67265,0,1,South Korea,0,South Africa,100,"SQL, Kubernetes, Mathematics, PyTorch",-1,0,Transportation,9.6,-1,-1,-1,-1,-1
Principal Data Scientist,93562,2,0,Canada,2,Canada,100,"Tableau, Linux, Kubernetes, GCP, Spark",-1,4,Government,5.6,-1,-1,2,-1,-1
AI Software Engineer,128363,3,0,Germany,0,Germany,0,"Azure, Linux, Python, SQL",-1,9,Media,5.6,-1,-1,7,-1,-1
Data Scientist,142169,3,1,Netherlands,1,Netherlands,50,"Tableau, NLP, Scala, Java",-1,9,Transportation,8.7,-1,-1,12,-1,-1
Data Analyst,82106,2,1,Germany,1,Germany,0,"Java, Git, Computer Vision, Statistics, Data Visualization",-1,4,Consulting,5.8,-1,-1,7,-1,-1
AI Software Engineer,349865,1,1,Switzerland,1,Switzerland,50,"Mathematics, Hadoop, Data Visualization",-1,17,Automotive,9.9,-1,-1,17,-1,-1
Data Engineer,105787,3,1,South Korea,1,South Korea,100,"R, SQL, PyTorch, Mathematics",-1,5,Telecommunications,9.8,-1,-1,15,-1,-1
Data Scientist,123402,2,0,Sweden,0,Ukraine,100,"NLP, AWS, PyTorch",-1,3,Gaming,7.6,-1,-1,-1,-1,-1
Machine Learning Researcher,239675,1,2,Israel,1,Malaysia,100,"Tableau, MLOps, SQL, Mathematics, Git",-1,12,Transportation,8.8,-1,-1,-1,-1,-1
Principal Data Scientist,241965,1,2,Australia,0,Australia,100,"Hadoop, Data Visualization, Tableau, Deep Learning, Python",-1,19,Telecommunications,8.5,-1,-1,0,-1,-1
Machine Learning Engineer,76847,2,2,Sweden,1,Sweden,50,"MLOps, Computer Vision, SQL, Mathematics",-1,4,Transportation,7.9,-1,-1,16,-1,-1
Computer Vision Engineer,200851,3,3,Denmark,0,Denmark,0,"Mathematics, SQL, Python, Azure",-1,7,Gaming,7.8,-1,-1,4,-1,-1
Research Scientist,130522,2,1,Denmark,0,Denmark,50,"Linux, Data Visualization, Hadoop, Git",-1,3,Automotive,5.3,-1,-1,4,-1,-1
AI Research Scientist,68149,0,3,South Korea,0,Thailand,50,"GCP, Linux, Spark, Computer Vision, Mathematics",-1,0,Manufacturing,6.1,-1,-1,-1,-1,-1
Principal Data Scientist,61452,0,1,Netherlands,1,Singapore,0,"Python, AWS, Data Visualization, PyTorch, Kubernetes",-1,0,Education,9.6,-1,-1,14,-1,-1
Head of AI,86593,2,1,Singapore,2,Singapore,100,"Mathematics, Computer Vision, Tableau, MLOps, Hadoop",-1,2,Transportation,9.4,-1,-1,14,-1,-1
AI Consultant,62600,0,1,Norway,2,Norway,0,"AWS, R, MLOps, SQL",-1,1,Education,8.0,-1,-1,13,-1,-1
Machine Learning Researcher,77533,0,2,Denmark,1,Denmark,0,"Statistics, SQL, Python",-1,0,Telecommunications,6.5,-1,-1,4,-1,-1
Deep Learning Engineer,212689,1,3,Austria,0,Norway,50,"SQL, Git, Hadoop, Docker, GCP",-1,13,Telecommunications,9.3,-1,-1,13,-1,-1
Data Scientist,118889,2,1,Israel,0,Netherlands,50,"Hadoop, SQL, Scala",-1,2,Media,5.3,-1,-1,12,-1,-1
AI Software Engineer,145546,3,2,United Kingdom,1,United Kingdom,100,"Statistics, Python, NLP, Deep Learning, R",-1,7,Telecommunications,7.1,-1,-1,18,-1,-1
Deep Learning Engineer,91754,2,1,Netherlands,2,Netherlands,100,"Hadoop, TensorFlow, PyTorch",-1,3,Transportation,6.8,-1,-1,12,-1,-1
Research Scientist,144229,1,1,United Kingdom,1,Germany,100,"Kubernetes, GCP, SQL",-1,18,Real Estate,8.0,-1,-1,7,-1,-1
Robotics Engineer,109199,3,3,Austria,2,Austria,0,"Kubernetes, Statistics, Scala, PyTorch",-1,7,Automotive,8.3,-1,-1,1,-1,-1
Head of AI,56909,0,0,Finland,1,Finland,100,"SQL, Scala, PyTorch, GCP, Java",-1,1,Real Estate,7.0,-1,-1,5,-1,-1
AI Consultant,117496,1,3,China,1,China,100,"Deep Learning, Docker, Data Visualization, Tableau, R",-1,19,Transportation,6.1,-1,-1,3,-1,-1
Machine Learning Researcher,115487,2,1,Denmark,0,Denmark,100,"Kubernetes, PyTorch, Azure, Spark",-1,4,Telecommunications,7.2,-1,-1,4,-1,-1
Computer Vision Engineer,115188,2,2,Netherlands,1,India,0,"Data Visualization, NLP, SQL",-1,4,Telecommunications,6.4,-1,-1,8,-1,-1
ML Ops Engineer,192782,1,1,Ireland,1,Ireland,50,"MLOps, Statistics, Mathematics, Scala, Data Visualization",-1,16,Media,9.1,-1,-1,9,-1,-1
Principal Data Scientist,158600,1,0,Netherlands,2,Netherlands,100,"Python, Linux, Deep Learning",-1,14,Automotive,5.5,-1,-1,12,-1,-1
Robotics Engineer,64447,0,0,United Kingdom,1,United Kingdom,100,"Computer Vision, Git, Tableau",-1,0,Finance,6.5,-1,-1,18,-1,-1
Research Scientist,189773,3,1,Switzerland,1,Ukraine,100,"Computer Vision, Python, TensorFlow",-1,8,Transportation,6.1,-1,-1,-1,-1,-1
ML Ops Engineer,136525,3,0,Canada,0,Canada,100,"Docker, Azure, Mathematics",-1,9,Healthcare,5.3,-1,-1,2,-1,-1
Head of AI,108746,1,2,South Korea,2,South Korea,50,"Azure, R, Scala, Tableau, Statistics",-1,16,Technology,6.3,-1,-1,15,-1,-1
Robotics Engineer,79890,1,3,China,2,United States,50,"Computer Vision, Hadoop, GCP, Statistics",-1,15,Automotive,5.3,-1,-1,19,-1,-1
AI Architect,128508,1,2,Finland,2,Nigeria,50,"Kubernetes, Docker, Spark",-1,16,Technology,10.0,-1,-1,-1,-1,-1
Computer Vision Engineer,149717,3,2,Netherlands,1,Netherlands,0,"Mathematics, GCP, SQL",-1,6,Consulting,5.5,-1,-1,12,-1,-1
ML Ops Engineer,74780,0,0,Switzerland,1,Italy,100,"Computer Vision, Mathematics, Tableau, Data Visualization",-1,0,Automotive,8.7,-1,-1,-1,-1,-1
Data Analyst,86855,0,2,France,0,France,50,"PyTorch, Deep Learning, NLP, R, AWS",-1,1,Gaming,9.1,-1,-1,6,-1,-1
AI Research Scientist,153299,3,0,Australia,0,Egypt,0,"TensorFlow, Python, Deep Learning",-1,9,Energy,5.6,-1,-1,-1,-1,-1
Head of AI,53256,0,3,Ireland,2,Ireland,100,"GCP, R, Data Visualization, Hadoop, Kubernetes",-1,1,Gaming,7.5,-1,-1,9,-1,-1
ML Ops Engineer,104761,0,0,Norway,0,Norway,0,"Computer Vision, Git, GCP, Data Visualization",-1,1,Automotive,5.5,-1,-1,13,-1,-1
AI Product Manager,257772,1,0,Japan,0,United States,0,"Java, R, Linux, SQL, NLP",-1,11,Education,7.6,-1,-1,19,-1,-1
Data Analyst,113051,3,1,Israel,1,Thailand,50,"Mathematics, Deep Learning, Data Visualization",-1,5,Telecommunications,5.4,-1,-1,-1,-1,-1
AI Architect,184356,3,3,Japan,0,Japan,100,"AWS, Tableau, Python",-1,9,Consulting,6.7,-1,-1,11,-1,-1
AI Research Scientist,48522,0,2,Canada,1,Canada,50,"Python, TensorFlow, Tableau",-1,1,Education,6.9,-1,-1,2,-1,-1
Data Engineer,57358,0,0,Singapore,1,Singapore,100,"Kubernetes, Docker, MLOps, Scala, Mathematics",-1,0,Education,8.7,-1,-1,14,-1,-1
AI Architect,92877,3,2,Canada,2,Canada,0,"Statistics, AWS, Deep Learning",-1,8,Manufacturing,9.1,-1,-1,2,-1,-1
Data Engineer,64999,2,2,Israel,2,Israel,0,"GCP, Mathematics, Data Visualization, Python",-1,3,Transportation,9.7,-1,-1,10,-1,-1
Deep Learning Engineer,216255,1,3,Germany,0,Germany,50,"SQL, AWS, Tableau",-1,14,Technology,8.8,-1,-1,7,-1,-1
AI Software Engineer,139600,3,2,Canada,0,Canada,50,"PyTorch, Kubernetes, Computer Vision, Python, Tableau",-1,9,Gaming,9.8,-1,-1,2,-1,-1
AI Specialist,214259,3,2,Norway,0,Norway,50,"Python, Docker, Azure, Mathematics, Java",-1,9,Automotive,5.9,-1,-1,13,-1,-1
Machine Learning Engineer,90613,1,1,India,0,India,0,"SQL, Git, Deep Learning, AWS",-1,12,Education,5.4,-1,-1,8,-1,-1
AI Software Engineer,237611,1,3,Australia,1,Australia,0,"Java, Computer Vision, Python, Mathematics",-1,18,Automotive,7.3,-1,-1,0,-1,-1
AI Specialist,85520,2,0,Israel,0,Israel,50,"Linux, SQL, Python, Scala",-1,2,Technology,8.4,-1,-1,10,-1,-1
Computer Vision Engineer,120980,1,0,Canada,2,Ukraine,0,"Computer Vision, Azure, Spark",-1,10,Healthcare,7.0,-1,-1,-1,-1,-1
Autonomous Systems Engineer,91834,2,3,Austria,2,Portugal,50,"PyTorch, Scala, Data Visualization",-1,4,Government,7.9,-1,-1,-1,-1,-1
Computer Vision Engineer,197241,1,2,United States,1,Nigeria,0,"Deep Learning, TensorFlow, Hadoop, GCP",-1,19,Education,7.3,-1,-1,-1,-1,-1
Machine Learning Researcher,26172,2,1,India,2,India,100,"Linux, NLP, Scala, Statistics",-1,2,Consulting,5.0,-1,-1,8,-1,-1
ML Ops Engineer,95730,3,2,Israel,2,Israel,0,"Tableau, Kubernetes, TensorFlow, Data Visualization, NLP",-1,5,Consulting,6.2,-1,-1,10,-1,-1
Machine Learning Engineer,269491,1,2,United States,2,United States,50,"Tableau, R, Azure",-1,15,Consulting,8.9,-1,-1,19,-1,-1
Research Scientist,103816,0,1,Switzerland,1,Switzerland,0,"GCP, R, Mathematics",-1,1,Government,9.4,-1,-1,17,-1,-1
Data Analyst,120743,3,3,South Korea,1,Nigeria,100,"PyTorch, Java, Data Visualization",-1,8,Education,8.4,-1,-1,-1,-1,-1
Data Scientist,23025,2,2,India,2,Denmark,100,"Linux, Hadoop, Python, Computer Vision",-1,4,Consulting,5.5,-1,-1,4,-1,-1
Autonomous Systems Engineer,44505,3,2,India,0,Romania,50,"Hadoop, Data Visualization, Git",-1,6,Telecommunications,8.7,-1,-1,-1,-1,-1
Head of AI,105183,2,3,Japan,0,South Korea,100,"GCP, Spark, Deep Learning",-1,3,Gaming,5.8,-1,-1,15,-1,-1
Machine Learning Engineer,137294,1,3,Israel,2,Mexico,0,"R, Scala, Docker, GCP",-1,12,Finance,8.3,-1,-1,-1,-1,-1
ML Ops Engineer,101696,3,3,United Kingdom,2,United Kingdom,100,"Kubernetes, Azure, PyTorch, Statistics, Mathematics",-1,6,Telecommunications,7.1,-1,-1,18,-1,-1
Data Analyst,64069,2,3,Austria,2,Austria,50,"Docker, NLP, Mathematics, Data Visualization",-1,3,Energy,5.4,-1,-1,1,-1,-1
AI Product Manager,111264,3,3,South Korea,1,South Korea,100,"Data Visualization, Linux, SQL, R, Deep Learning",-1,6,Media,8.8,-1,-1,15,-1,-1
Principal Data Scientist,109807,2,3,Denmark,1,Denmark,50,"Python, Spark, Deep Learning",-1,4,Telecommunications,7.9,-1,-1,4,-1,-1
AI Research Scientist,92835,2,0,Netherlands,1,Netherlands,100,"Spark, Computer Vision, PyTorch, Tableau",-1,3,Retail,6.1,-1,-1,12,-1,-1
AI Product Manager,203369,1,0,France,1,France,0,"PyTorch, Docker, Deep Learning",-1,13,Retail,7.4,-1,-1,6,-1,-1
Head of AI,177370,1,0,Israel,2,Israel,100,"Git, AWS, Python, TensorFlow",-1,17,Telecommunications,9.3,-1,-1,10,-1,-1
AI Software Engineer,244805,1,3,Switzerland,0,Switzerland,100,"Docker, Python, Data Visualization, TensorFlow",-1,18,Retail,8.5,-1,-1,17,-1,-1
AI Product Manager,35462,2,2,India,0,India,100,"Tableau, AWS, Mathematics, Linux",-1,3,Healthcare,9.7,-1,-1,8,-1,-1
Data Scientist,68404,0,1,Canada,0,Romania,100,"Azure, Scala, SQL, PyTorch, Spark",-1,0,Real Estate,6.5,-1,-1,-1,-1,-1
Autonomous Systems Engineer,128996,3,2,Australia,0,Ukraine,100,"GCP, Spark, MLOps, NLP, SQL",-1,7,Healthcare,5.0,-1,-1,-1,-1,-1
Data Analyst,72807,0,2,Austria,1,Austria,100,"Git, R, Scala, Deep Learning, SQL",-1,0,Energy,7.5,-1,-1,1,-1,-1
Deep Learning Engineer,107118,2,0,Denmark,1,Denmark,100,"PyTorch, Data Visualization, GCP, TensorFlow, Linux",-1,4,Automotive,8.1,-1,-1,4,-1,-1
Principal Data Scientist,27731,2,2,India,1,India,0,"Python, Linux, TensorFlow",-1,4,Consulting,8.5,-1,-1,8,-1,-1
AI Research Scientist,74228,0,3,Norway,1,Norway,100,"Mathematics, Kubernetes, R, Spark, Scala",-1,0,Automotive,9.4,-1,-1,13,-1,-1
AI Consultant,77712,0,1,Sweden,1,Sweden,0,"Hadoop, PyTorch, Git, Computer Vision",-1,1,Manufacturing,6.1,-1,-1,16,-1,-1
AI Specialist,94668,1,3,China,2,China,50,"SQL, NLP, Kubernetes, PyTorch, GCP",-1,19,Consulting,5.4,-1,-1,3,-1,-1
AI Architect,212705,1,2,South Korea,0,Luxembourg,100,"R, GCP, Tableau",-1,16,Manufacturing,6.1,-1,-1,-1,-1,-1
AI Research Scientist,200761,1,3,Switzerland,2,Switzerland,50,"Kubernetes, SQL, PyTorch, R",-1,11,Real Estate,7.1,-1,-1,17,-1,-1
Machine Learning Engineer,85039,2,0,Australia,1,Australia,100,"Statistics, Tableau, MLOps, Java",-1,2,Manufacturing,9.5,-1,-1,0,-1,-1
AI Product Manager,62080,1,0,India,0,India,50,"Scala, Git, Tableau, Kubernetes, Azure",-1,12,Real Estate,5.1,-1,-1,8,-1,-1
AI Architect,196292,1,0,Sweden,1,Argentina,100,"R, SQL, Deep Learning",-1,18,Education,9.4,-1,-1,-1,-1,-1
AI Specialist,158220,1,0,Sweden,1,Sweden,0,"SQL, TensorFlow, Deep Learning",-1,19,Gaming,7.8,-1,-1,16,-1,-1
AI Architect,29068,2,2,India,1,Indonesia,100,"Computer Vision, Hadoop, Linux",-1,4,Gaming,7.7,-1,-1,-1,-1,-1
Data Scientist,61344,0,0,United Kingdom,1,France,0,"TensorFlow, Java, Mathematics, GCP",-1,1,Transportation,7.4,-1,-1,6,-1,-1
AI Architect,192580,3,1,Switzerland,1,Switzerland,50,"TensorFlow, NLP, Linux",-1,5,Technology,9.7,-1,-1,17,-1,-1
Data Engineer,69295,0,3,Singapore,0,Singapore,100,"SQL, GCP, Computer Vision",-1,0,Retail,8.5,-1,-1,14,-1,-1
Computer Vision Engineer,132554,3,0,France,1,France,50,"Kubernetes, Scala, Computer Vision, Java, Docker",-1,7,Real Estate,8.8,-1,-1,6,-1,-1
AI Consultant,172103,1,1,France,2,Czech Republic,0,"R, SQL, Statistics, Azure, Computer Vision",-1,14,Manufacturing,7.4,-1,-1,-1,-1,-1
AI Specialist,113947,3,2,United Kingdom,1,United Kingdom,50,"Git, Deep Learning, R",-1,8,Energy,9.4,-1,-1,18,-1,-1
AI Consultant,38972,2,0,China,1,China,50,"Tableau, Hadoop, Deep Learning, Spark, GCP",-1,2,Retail,9.4,-1,-1,3,-1,-1
Robotics Engineer,129198,3,3,Austria,0,Canada,100,"SQL, Git, NLP, Python, Kubernetes",-1,9,Healthcare,7.3,-1,-1,2,-1,-1
Machine Learning Researcher,85968,0,1,Sweden,0,Sweden,0,"R, Azure, NLP, SQL, Data Visualization",-1,1,Government,5.2,-1,-1,16,-1,-1
AI Specialist,89602,0,3,Denmark,1,Portugal,50,"Computer Vision, Java, Python, Scala",-1,1,Finance,5.5,-1,-1,-1,-1,-1
AI Software Engineer,75324,0,3,United States,2,United States,50,"GCP, Scala, Data Visualization, Spark",-1,1,Real Estate,9.3,-1,-1,19,-1,-1
AI Consultant,89924,2,0,Finland,2,Finland,0,"Azure, Docker, Deep Learning",-1,3,Media,9.8,-1,-1,5,-1,-1
Machine Learning Engineer,65329,0,3,South Korea,1,Switzerland,100,"R, Hadoop, Spark, Mathematics, Computer Vision",-1,0,Healthcare,5.2,-1,-1,17,-1,-1
AI Software Engineer,93470,2,0,Australia,1,Australia,0,"MLOps, R, Tableau",-1,4,Media,8.1,-1,-1,0,-1,-1
Research Scientist,95936,0,3,Japan,0,Japan,100,"Git, Python, MLOps",-1,0,Finance,8.2,-1,-1,11,-1,-1
Machine Learning Researcher,112418,2,3,Singapore,1,Singapore,0,"Linux, R, Hadoop, Statistics, MLOps",-1,4,Consulting,9.9,-1,-1,14,-1,-1
AI Architect,210662,1,0,Sweden,2,Sweden,0,"SQL, Hadoop, TensorFlow, Spark",-1,16,Gaming,7.4,-1,-1,16,-1,-1
Machine Learning Engineer,55827,0,2,South Korea,1,South Korea,0,"SQL, Docker, MLOps, Azure",-1,1,Real Estate,5.2,-1,-1,15,-1,-1
Deep Learning Engineer,174827,3,3,Denmark,1,Denmark,50,"Computer Vision, SQL, Kubernetes, Mathematics",-1,5,Healthcare,5.9,-1,-1,4,-1,-1
Head of AI,222968,1,2,South Korea,0,Nigeria,100,"PyTorch, Hadoop, TensorFlow",-1,17,Energy,6.0,-1,-1,-1,-1,-1
Data Analyst,250630,1,1,Denmark,0,Estonia,50,"Python, Docker, MLOps, Azure",-1,15,Telecommunications,6.1,-1,-1,-1,-1,-1
AI Product Manager,188795,3,2,Switzerland,1,Switzerland,0,"R, Docker, Tableau, Azure, PyTorch",-1,5,Technology,7.6,-1,-1,17,-1,-1
Data Scientist,116184,3,2,France,2,Italy,50,"Linux, Java, Scala, Kubernetes, MLOps",-1,5,Automotive,5.5,-1,-1,-1,-1,-1
Deep Learning Engineer,85463,0,1,Israel,0,Switzerland,100,"Deep Learning, MLOps, Statistics, NLP",-1,1,Government,6.5,-1,-1,17,-1,-1
Robotics Engineer,62097,0,3,Netherlands,2,Netherlands,0,"Hadoop, Kubernetes, Python",-1,1,Energy,9.3,-1,-1,12,-1,-1
Data Scientist,77625,0,1,Israel,0,Israel,50,"AWS, Kubernetes, PyTorch, Docker",-1,1,Technology,5.7,-1,-1,10,-1,-1
Data Engineer,89334,2,0,Japan,1,Canada,100,"Linux, GCP, Statistics, AWS, Hadoop",-1,2,Manufacturing,9.5,-1,-1,2,-1,-1
Deep Learning Engineer,115065,3,0,Austria,1,Austria,0,"SQL, Git, Tableau, Linux",-1,7,Consulting,6.6,-1,-1,1,-1,-1
